ID,Stadtname,Einwohner,PositionSued,PositionOst,Spieler,SpielerURL,Klan,KlanURL,Holz,Eisen,Sake,Nahrung,Performance
652,Hinamizawa,3.000,235,17, Orochimaru,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4903,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,140%,100%,95%,105%,440%
685,Ibaporo,1.105,267,54, Jumbrunja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5835,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,135%,105%,80%,90%,410%
1227,Shinoseki,800,248,36,,,,,125%,70%,110%,115%,420%
1431,Ehiamiro,1.105,149,190, Mochizuki Chiyome,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7668,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,150%,115%,65%,85%,415%
144,Mizugoyama,24,212,153,,,,,95%,160%,65%,90%,410%
1255,Kyaosatsu,23,270,43,,,,,100%,60%,85%,115%,360%
1510,Tokengoka,20,195,179,,,,,155%,90%,85%,105%,435%
1816,Chishikate,26,66,239,,,,,130%,70%,70%,95%,365%
266,Tokengoshu,786,204,140, Hirox,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2439,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,160%,165%,50%,80%,455%
601,Mieamoshu,23,202,154,,,,,170%,100%,55%,85%,410%
306,Ibakuyama,21,229,23,,,,,130%,60%,80%,110%,380%
1737,Siedlung,0,152,179,,,,,145%,65%,55%,120%,385%
1417,Nemaoto,1.023,180,182, Shiwan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7504,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,150%,120%,80%,110%,460%
1160,Iwatsutsu,1.954,194,150, Shansi Dori,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5205,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,140%,105%,70%,100%,415%
533,Fukazaba,2.883,190,152, Jimmu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5747,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,90%,175%,85%,105%,455%
1486,Hokonsuoka,23,250,31,,,,,115%,75%,115%,120%,425%
911,Fuoshoya,27,201,195,,,,,80%,160%,85%,95%,420%
1777,Sagekyashu,1.105,222,51, Fu Man Chu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7513,ARRRRRR,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=806,90%,130%,80%,110%,410%
985,Miemiki,25,219,117,,,,,100%,160%,70%,85%,415%
619,Yakamaya,3.000,200,146, Sanada Kenji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7670,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,90%,85%,110%,410%
1471,Fukoido,24,36,255,,,,,200%,50%,50%,90%,390%
239,Hameu,158,196,134, Vasco Rodrigues,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7750,,,95%,105%,75%,105%,380%
447,Otoshu,1.105,60,255, Helge Paschulke,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7673,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,105%,90%,55%,125%,375%
1314,Ososa,29,185,167,,,,,110%,155%,60%,80%,405%
434,Narigoka,1.105,25,272, Makkuro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7521,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,150%,75%,85%,110%,420%
865,Fukuagoka,30,207,150,,,,,145%,95%,55%,90%,385%
1946,Utshimashu,372,197,216,,,,,125%,50%,50%,100%,325%
1813,Ulletsuki,1.105,142,187, Fuyu Tatsumi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7446,Sakurajima Shizoku,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=749,100%,100%,100%,100%,400%
818,Naseki,25,258,62,,,,,125%,105%,90%,100%,420%
994,Osayama,22,175,187,,,,,120%,110%,60%,85%,375%
1952,Hikari no Machi,2.349,228,50, Orochimaru,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4903,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,170%,70%,80%,110%,430%
783,Gumakyaki,26,153,181,,,,,190%,95%,50%,85%,420%
42,Mateshikaima,28,203,120, Webgamers,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7595,,,100%,100%,100%,100%,400%
1754,Hyoshikaima,1.954,82,243, Isazuno Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7628,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,125%,110%,70%,90%,395%
1501,Saiyaba,959,173,192, Nakahattori Isamu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4622,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,180%,90%,60%,90%,420%
198,Sapitsuya,27,207,178,,,,,100%,175%,75%,90%,440%
444,Kitaushushu,27,251,39,,,,,120%,135%,75%,85%,415%
1158,Wakantsuta,28,193,194,,,,,75%,140%,75%,95%,385%
1504,Osushari,22,38,252,,,,,95%,130%,75%,100%,400%
2162,Aikoatsu,28,223,53, flagge,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7111,,,100%,100%,100%,100%,400%
1359,Toshikaoto,25,272,41,,,,,180%,65%,60%,90%,395%
1526,Seoshima,20,18,263,,,,,75%,120%,50%,120%,365%
2166,Namioka,25,113,235,,,,,150%,65%,80%,110%,405%
1041,Hokyushu,1.105,174,166, Tachibana Shuhei,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7728,,,95%,100%,70%,130%,395%
1725,Nagazuya,1.105,48,225, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,150%,110%,80%,120%,460%
1535,Tuul,3.000,90,239, Shiwan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7504,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,135%,100%,100%,110%,445%
518,Otoriro,1.037,260,49, Jun Kaname,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7268,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,150%,140%,60%,80%,430%
167,Okobeoka,25,253,72,,,,,125%,95%,70%,100%,390%
69,Koasuma,249,208,142,,,,,95%,165%,70%,80%,410%
2299,Chiamue,1.105,122,231, Dschingis Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7518,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,75%,100%,110%,130%,415%
1883,Kanmeoka,28,142,228, ntfeonun,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7739,,,100%,100%,100%,100%,400%
188,Ishiga,623,224,129,,,,,75%,100%,75%,105%,355%
1812,Kanamoka,28,190,176,,,,,165%,70%,70%,105%,410%
524,Hokankyama,25,206,153,,,,,95%,135%,70%,95%,395%
150,Kanawa,22,206,76,,,,,160%,100%,65%,100%,425%
99,Akazaki,2.936,60,223, Bawakawa Zaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7681,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,130%,65%,105%,125%,425%
248,Uwamiki,563,201,132,,,,,80%,170%,90%,85%,425%
550,Happy,1.954,255,66, MTbob,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7639,Fairy Tail,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=794,125%,130%,100%,115%,470%
235,Tsusuki,21,171,197,,,,,165%,105%,55%,85%,410%
476,Kitsunehibana,1.105,235,20, Akakitsune Kira,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7613,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,120%,75%,105%,125%,425%
1360,Sapamiku,25,127,231,,,,,130%,100%,60%,85%,375%
304,Iwariya,1.754,251,77, Masao Tadayoshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6100,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,120%,100%,70%,110%,400%
2190,Niawa,1.105,132,218, Isazuno Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7628,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,50%,140%,110%,135%,435%
2101,Moamatsu,24,45,241,,,,,50%,55%,90%,155%,350%
977,Hokushawa,24,168,186,,,,,170%,125%,50%,80%,425%
2036,Kyusura,1.105,204,203, Yoma,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7741,,,100%,140%,80%,120%,440%
1546,Yamemawa,1.105,215,121, Kontaro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7457,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,100%,185%,65%,90%,440%
891,Oitsumaba,3.000,32,258, Amari Kazuma,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6435,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,155%,100%,90%,105%,450%
1455,Takiganohe,24,187,178,,,,,155%,90%,85%,105%,435%
522,Saioshihama,25,190,159,,,,,175%,120%,50%,80%,425%
492,Fukushikaro,24,212,150,,,,,145%,120%,65%,85%,415%
1152,Kagenoka,1.105,202,145, Kakei Juzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7514,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,105%,110%,110%,100%,425%
1654,Fukagoto,3.000,150,192, Mochizuki Chiyome,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7668,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,100%,100%,100%,100%,400%
97,Tosugaro,22,46,258,,,,,115%,100%,80%,90%,385%
495,*Ullamoro,568,198,116, Takamori,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2080,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,100%,100%,100%,100%,400%
2093,Naizue,3.000,160,197, Helge Paschulke,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7673,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,165%,105%,70%,100%,440%
2205,Semiku,21,145,215,,,,,125%,90%,55%,90%,360%
428,Gifushoka,23,231,27,,,,,150%,90%,80%,100%,420%
1143,Sagazanohe,498,222,149,,,,,95%,135%,55%,110%,395%
1516,Fukupoku,22,190,181,,,,,150%,70%,75%,105%,400%
1148,Takenkuba,24,35,246,,,,,120%,80%,85%,105%,390%
1888,Nikyaido,25,63,231,,,,,120%,70%,65%,105%,360%
2095,Uwagoru,249,145,205, Waan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6075,,,125%,120%,55%,90%,390%
1714,Ehikuru,1.105,215,60, Souru Sushi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7517,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,170%,75%,75%,100%,420%
1521,Tsumaoka,24,232,37,,,,,115%,135%,65%,80%,395%
14,Kannonji-Jo,3.000,128,215, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,180%,85%,70%,95%,430%
1422,Miehikahama,23,204,138,,,,,120%,170%,55%,75%,420%
1761,Otenro,568,134,200, Karlchengans,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7701,,,100%,100%,100%,100%,400%
1248,Ghazana,1.105,126,240, Yuudai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7272,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,110%,55%,65%,135%,365%
588,Kitahikaro,347,177,198, Imagawa Yoshimoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7730,,,100%,120%,80%,110%,410%
1890,Shoshawa,1.105,196,200, Floki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7715,,,100%,100%,100%,100%,400%
1950,Ibakima,25,205,178,,,,,150%,95%,85%,115%,445%
370,Wagoaki,24,215,123,,,,,100%,130%,55%,80%,365%
81,Nandue,25,65,210,,,,,75%,50%,50%,120%,295%
724,Kitazoya,25,32,278,,,,,55%,165%,110%,115%,445%
1106,Narishikaba,1.105,103,212, Nakahattori Isamu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4622,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,155%,65%,90%,110%,420%
68,Kagendahama,25,149,222,,,,,100%,90%,55%,110%,355%
222,Shiakai,25,242,34,,,,,120%,70%,110%,130%,430%
1848,Kagenki,23,209,165,,,,,125%,155%,50%,75%,405%
731,Shimeki,1.105,202,72, El Supremo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7511,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,100%,95%,70%,120%,385%
2248,Kunduro,1.105,29,245, Toji Yasu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3558,Fushi no Hito,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=809,165%,95%,65%,100%,425%
1029,Kanamido,2.558,184,203, Asano Katsumoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7692,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,150%,100%,75%,105%,430%
1938,Hirizuya,25,277,49,,,,,125%,135%,65%,85%,410%
1824,Niasoka,2.558,175,212, Asano Katsumoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7692,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,200%,60%,70%,105%,435%
147,Osomuima,22,23,272,,,,,135%,65%,100%,115%,415%
1757,Chiazaki,28,283,44,,,,,125%,90%,60%,100%,375%
1194,Matakohama,25,193,154, umbenannt-1,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7732,,,100%,100%,100%,100%,400%
1995,Fushiya,27,186,191,,,,,120%,170%,55%,75%,420%
1811,Gumogoma,22,128,192,,,,,75%,85%,65%,150%,375%
280,Neoawa,1.105,30,284, Jorge Alvares,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7656,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,100%,165%,85%,100%,450%
98,Nemushu,23,209,152,,,,,150%,130%,55%,80%,415%
11,Inuyama-Jo,3.000,141,206, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,90%,85%,120%,420%
1258,Ehiamo,1.105,195,106, Ashikaga Juro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3974,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,50%,115%,50%,125%,340%
2146,Fumiya,1.043,188,194, Yoma,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7741,,,130%,110%,95%,105%,440%
766,Tsunki,401,186,229,,,,,50%,85%,65%,160%,360%
1329,Yamugoai,24,235,32,,,,,130%,105%,70%,90%,395%
1056,Akannixkauen,1.105,123,204, Sübügätäi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7534,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,125%,110%,50%,110%,395%
309,Seoberi,24,34,285,,,,,160%,85%,55%,95%,395%
1249,Aigoro,24,156,176,,,,,100%,60%,70%,145%,375%
95,Ososha,24,36,272,,,,,100%,55%,60%,95%,310%
256,Tsuasoya,23,227,118,,,,,90%,115%,60%,85%,350%
1323,Totazaoka,24,9,247,,,,,50%,60%,100%,175%,385%
2054,Kumanima,23,53,239,,,,,75%,65%,80%,140%,360%
1749,Hirazaoka,23,235,50,,,,,145%,85%,60%,85%,375%
420,Tsumiba,23,211,78,,,,,70%,185%,50%,90%,395%
83,Takakoto,25,153,202,,,,,125%,80%,65%,105%,375%
1855,Hirishikaki,97,255,32,,,,,110%,90%,65%,120%,385%
190,Fukugoue,1.105,78,215, Sun Wukong,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7683,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,155%,65%,90%,110%,420%
1973,Tsuigaki,76,43,266,,,,,160%,95%,90%,105%,450%
1120,Kagigai,155,190,173, dedo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7754,,,100%,100%,100%,100%,400%
2055,Narendoka,1.105,133,188, Sangre,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7713,,,100%,100%,100%,100%,400%
802,Edo,364,235,58, Kuroiryu Takeshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5278,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,95%,130%,80%,90%,395%
747,Saiyahama,25,31,240, Yagyu Kentaro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5239,IGAs HASSENSHI,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=312,100%,100%,100%,100%,400%
953,Aiobeima,439,244,74,,,,,50%,95%,55%,125%,325%
75,Nakamura,347,196,141, Muunokhoi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7519,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,125%,165%,70%,80%,440%
1822,Castle Black,991,202,66, Tyladrhas,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7693,Portugiesische Handelsmission,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=804,125%,120%,90%,95%,430%
1779,Hamatsuata,20,183,183,,,,,100%,130%,70%,95%,395%
231,Machiawa,25,22,279,,,,,80%,105%,115%,115%,415%
274,Kyazima,25,240,24,,,,,100%,80%,80%,95%,355%
511,Hiropoyama,1.105,228,128, Kontaro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7457,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,75%,125%,85%,100%,385%
1932,Hoka,24,224,59,,,,,145%,55%,85%,110%,395%
1115,Kokoki,1.105,68,218, Goldener Sperling,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7685,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,70%,90%,120%,405%
1636,Kyushuyaki,3.000,36,258, Chuluun,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7533,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,170%,70%,80%,110%,430%
1461,Makkuro,1.063,42,256, Makkuro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7521,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,165%,105%,70%,100%,440%
416,Fukunmuima,104,215,15,,,,,70%,60%,75%,130%,335%
2083,Matendora,15,205,172, Hattori Hanzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5614,,,100%,100%,100%,100%,400%
265,Tsuigau,27,238,21,,,,,130%,160%,55%,75%,420%
973,Utsogoka,23,226,122,,,,,165%,115%,60%,85%,425%
494,Hamakatsu,24,158,198,,,,,95%,155%,80%,95%,425%
833,Hokuma,25,242,53,,,,,135%,55%,80%,110%,380%
1990,Hyogoma,36,253,55,,,,,80%,55%,115%,150%,400%
2023,Saigotsu,25,40,243,,,,,60%,50%,55%,140%,305%
957,Toagai Hafen,1.105,94,229, Muunokhoi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7519,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,100%,90%,70%,125%,385%
753,Narori,21,243,63,,,,,95%,105%,100%,95%,395%
1333,Kanmuta,1.092,121,218, Shansi Dori,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5205,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,175%,90%,70%,105%,440%
2199,Hokoku,24,77,213,,,,,125%,90%,55%,90%,360%
1131,Nakoto,3.000,201,168, Kakei Juzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7514,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,165%,105%,85%,105%,460%
695,Shokyata,25,213,170,,,,,105%,110%,80%,90%,385%
915,Tsuhikata,23,178,161,,,,,150%,70%,90%,110%,420%
1954,Kitakyaru,1.105,276,56, Jumbrunja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5835,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,145%,95%,80%,95%,415%
1906,Ehiushushu,2.558,76,243, Isazuno Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7628,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,125%,65%,100%,105%,395%
603,Miyyundido,75,141,225, Kato Kiyomasa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7125,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,100%,100%,100%,100%,400%
228,Wakenatsu,130,220,92,,,,,105%,155%,70%,85%,415%
1758,Shagoru,22,190,185,,,,,125%,130%,70%,85%,410%
427,Miyushenohe,25,198,122,,,,,95%,55%,65%,135%,350%
2218,Mishu,2.349,29,243, Toji Yasu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3558,Fushi no Hito,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=809,100%,100%,100%,100%,400%
1361,Yamashikaki,1.105,199,151, Jimmu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5747,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,125%,85%,80%,115%,405%
2152,Kupoka,3.000,127,226, Cao Ying,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7660,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,100%,120%,100%,135%,455%
1024,Nihikaki,57,210,202,,,,,125%,50%,50%,120%,345%
1237,Kyunoki,821,215,164,,,,,105%,100%,75%,120%,400%
2209,Nemawa,24,156,199,,,,,75%,150%,65%,80%,370%
1263,Fuazaro,21,224,138,,,,,95%,185%,50%,80%,410%
1114,Uwagoshu,26,238,71,,,,,125%,50%,50%,110%,335%
1947,Nekonohe,75,261,34,,,,,95%,65%,85%,150%,395%
1550,Yamoshiru,24,211,148,,,,,50%,215%,65%,75%,405%
1807,Wama,929,194,239,,,,,75%,50%,65%,165%,355%
154,Mizuigaro,737,199,86, Mugen,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7677,Baka,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=803,100%,120%,85%,105%,410%
2099,Ehigoawa,21,106,222,,,,,75%,80%,65%,135%,355%
1658,Hirogora,27,148,180,,,,,100%,60%,70%,145%,375%
1176,Oitoshoto,24,32,264,,,,,180%,65%,60%,90%,395%
1076,Mizukoto,25,230,31,,,,,150%,100%,80%,105%,435%
398,Kyamero,21,209,163,,,,,145%,135%,55%,80%,415%
1292,Osutsuoka,28,209,167, nrflesnersalv,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6861,,,100%,100%,100%,100%,400%
947,Amegakure,1.093,220,47, Orochimaru,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4903,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,130%,60%,65%,125%,380%
595,Tokanrishu,23,251,66,,,,,80%,55%,100%,135%,370%
864,Oni Shihon,2.892,242,39, Oda Sashanaga,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6489,Kamakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=770,100%,100%,100%,100%,400%
1454,Utsekuki,24,246,30,,,,,115%,95%,70%,90%,370%
